%time,field.xError.proportional,field.xError.integral,field.xError.derivative,field.yError.proportional,field.yError.integral,field.yError.derivative,field.depthError.proportional,field.depthError.integral,field.depthError.derivative,field.pitchError.proportional,field.pitchError.integral,field.pitchError.derivative,field.yawError.proportional,field.yawError.integral,field.yawError.derivative,field.xGain.proportional,field.xGain.integral,field.xGain.derivative,field.yGain.proportional,field.yGain.integral,field.yGain.derivative,field.depthGain.proportional,field.depthGain.integral,field.depthGain.derivative,field.pitchGain.proportional,field.pitchGain.integral,field.pitchGain.derivative,field.yawGain.proportional,field.yawGain.integral,field.yawGain.derivative,field.xForce.proportional,field.xForce.integral,field.xForce.derivative,field.yForce.proportional,field.yForce.integral,field.yForce.derivative,field.depthForce.proportional,field.depthForce.integral,field.depthForce.derivative,field.pitchForce.proportional,field.pitchForce.integral,field.pitchForce.derivative,field.yawForce.proportional,field.yawForce.integral,field.yawForce.derivative,field.thrust_surge_port,field.thrust_surge_starboard,field.thrust_sway_bow,field.thrust_sway_stern,field.thrust_heave_bow,field.thrust_heave_stern
1855000000,-3.07808971405,-0.00735176320076,-0.286102294922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61713457108,-0.0110276448011,-0.429153442383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1904000000,-3.07793045044,-0.0076595562458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61689567566,-0.0114893343687,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1925000000,-3.0780403614,-0.00796736028194,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61706054211,-0.0119510404229,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1956000000,-3.0779235363,-0.00827515263557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61688530445,-0.0124127289534,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
1990000000,-3.07807207108,-0.00858295984268,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61710810661,-0.012874439764,-1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2015000000,-3.07805991173,-0.00889076583385,0.121593475342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61708986759,-0.0133361487508,0.182390213013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2084000000,-3.07804727554,-0.00919857056141,0.126361846924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.61707091331,-0.0137978558421,0.189542770386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2115000000,-3.06760311127,-0.00950533087254,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.6014046669,-0.0142579963088,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2150000000,-3.06757640839,-0.00981208851337,0.267028808594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.60136461258,-0.0147181327701,0.400543212891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
2216000000,-3.06603884697,-0.0101186923981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,15.0,1.5,0.0,15.0,4.0,0.0,20.0,0.2,0.0,1.0,0.2,0.0,1.0,-4.59905827045,-0.0151780385971,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0
